amenity,brand,brand:wikidata,brand:wikipedia,name,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,branch,opening_hours,addr:suburb,operator,ref:linz:address_id,note,compressed_air,fuel:diesel,fuel:octane_91,fuel:octane_95,phone,website,source,wheelchair,fuel:electricity,fuel:lpg,fuel:octane_98,self_service,official_name,fuel:HGV_diesel,payment:cash,payment:girocard,payment:mastercard,payment:visa,shop,name:mi,nodes,landuse,layer,payment:credit_cards,building,height,diesel,fuel:GTL_diesel,fuel:cng,fuel:e10,fuel:e85,source:geometry,building:levels,roof:shape,toilets,atm,cafe,car_wash,check_date,payment:american_express,payment:visa_debit,service,contact:phone,fuel:adblue,fuel:octane_100,payment:debit_cards,smoking,operator:wikidata,start_date,ways,type
fuel,BP,Q152057,en:BP,BP,"POLYGON ((172.5550157 -43.4786758, 172.5547151 -43.4795514, 172.5556607 -43.4797114, 172.555823 -43.4791373, 172.5554042 -43.4790582, 172.5552536 -43.4789798, 172.5552359 -43.4788895, 172.5552352 -43.478886, 172.5551927 -43.4788413, 172.5551039 -43.4787938, 172.555144 -43.478739, 172.5551621 -43.4787297, 172.5550157 -43.4786758))",,,,,,,,,BP,,,,yes,yes,,,,,,,,yes,,,,,,,,,,"[5242398919, 5242398920, 5242399021, 5242399022, 7298689885, 5242399023, 7298686684, 7298689886, 5242399024, 5242399025, 7298689887, 5242399026, 5242398919]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,Z,Q8063337,en:Z Energy,Z,"POLYGON ((172.6223671 -43.5405096, 172.621942 -43.5405087, 172.6219422 -43.5404583, 172.6219428 -43.5403045, 172.6223679 -43.5403053, 172.6223671 -43.5405096))",Christchurch,NZ,40,8011,Moorhouse Avenue,Moorhouse,24/7,,,,,,yes,yes,yes,,https://z.co.nz/about-z/find-us/canterbury-and-christchurch/z-moorhouse/,,,,,,,,,,,,,,,"[8839961294, 5288396723, 8871638716, 8839961293, 5288396722, 8839961294]",,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
fuel,BP,Q152057,en:BP,BP,"POLYGON ((172.6601864 -43.4743265, 172.6596755 -43.4743546, 172.6596145 -43.4744172, 172.6596587 -43.4750017, 172.6602491 -43.4749672, 172.6602065 -43.4745448, 172.6601864 -43.4743265))",Christchurch,,432,8051,Marshland Road,Marshland,24/7,,BP,,,yes,yes,yes,,+64 3 385 4237,https://www.bp.com/en_nz/new-zealand.html,,yes,,,yes,,,,,,yes,yes,,,"[6265421881, 4407858641, 4407858647, 5319160414, 6265421879, 6265421887, 6265421881]",,,,,,,,,,,,,,,yes,yes,yes,2022-08-21,yes,yes,parking_aisle,,,,,,,,,
fuel,Mobil,Q109676002,ja:モービル (ブランド),Mobil,"POLYGON ((172.6449281 -43.5210358, 172.6449302 -43.5211786, 172.6449286 -43.5212622, 172.6449349 -43.5214788, 172.6455323 -43.5214805, 172.6455232 -43.5210358, 172.6449281 -43.5210358))",Christchurch,NZ,268-270,8013,Bealey Avenue,,,,,,,,yes,yes,yes,,https://www.mobil.co.nz,,,,,,,,,,,,,,,"[5963278855, 7199453352, 7199453353, 5963278856, 5963278857, 5963278858, 5963278855]",,,,,,,,,,,,,,,,,,,,,,+64 3 366 2465,,,,,,,,
fuel,npd,Q110922616,,npd,"POLYGON ((172.6851642 -43.5698149, 172.6859216 -43.5697833, 172.6859669 -43.5697368, 172.6861095 -43.5698066, 172.686122 -43.569885, 172.685999 -43.5702477, 172.6851792 -43.570107, 172.6851642 -43.5698149))",,,,,,Port HIlls Road,24/7,,,,,,yes,yes,yes,,,,,,,,yes,,yes,,,,,,,"[6059190736, 6059190737, 9231583062, 9231583061, 9231583060, 6059190738, 6059190739, 6059190736]",,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,
fuel,npd,Q110922616,,npd,"POLYGON ((172.5611208 -43.5466495, 172.5612634 -43.5465671, 172.5614943 -43.5467769, 172.5613516 -43.5468593, 172.5611208 -43.5466495))",Christchurch,NZ,33,8042,Lodestar Avenue,,24/7,Wigram,NPD,1938399,,,yes,yes,yes,,,,,,,,yes,,yes,,,,,,,"[6114347915, 6114347916, 6114347917, 6114347918, 6114347915]",,,,roof,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,
fuel,BP,Q152057,,BP,"POLYGON ((172.5554149 -43.4790769, 172.5553792 -43.4791919, 172.5556587 -43.4792376, 172.5556944 -43.4791226, 172.5554149 -43.4790769))",,,,,,,,,BP,,,,,,,,,,,,,,,,,,,,,,,"[6794162214, 6794162215, 6794162216, 6794162217, 6794162214]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,Mobil,Q109676002,ja:モービル (ブランド),Mobil,"POLYGON ((172.6425491 -43.5359166, 172.6424977 -43.5359064, 172.6424534 -43.5358899, 172.6423202 -43.5358179, 172.6422737 -43.5358534, 172.6419868 -43.5356452, 172.6420902 -43.5355685, 172.6421523 -43.5355233, 172.6419827 -43.5354008, 172.6425066 -43.5353981, 172.642543 -43.5354141, 172.6425491 -43.5359166))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6872669498, 7387754207, 6872669499, 6872669501, 6872669502, 282421229, 1172139044, 7387754209, 6872669505, 6872669506, 6872669507, 6872669498]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,npd,Q110922616,,npd,"POLYGON ((172.6415041 -43.5401081, 172.6415039 -43.540553, 172.6423817 -43.5405557, 172.6423727 -43.5401074, 172.6415041 -43.5401081))",,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,"[6917905789, 6917905790, 3118342746, 3118342744, 6917905789]",,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
fuel,Z,Q8063337,en:Z Energy,Z,"POLYGON ((172.662188 -43.5073275, 172.6621783 -43.5073284, 172.6621859 -43.5074711, 172.6622095 -43.507551, 172.6623137 -43.5076681, 172.6623112 -43.5079573, 172.6624727 -43.5079573, 172.6626969 -43.5078935, 172.6627328 -43.5078656, 172.6626788 -43.5073631, 172.6625337 -43.5073752, 172.6625256 -43.5073072, 172.662188 -43.5073275))",Christchurch,,7,8061,Marshland Road,Shirley,,,,,,,yes,yes,yes,,,,,,,,yes,,,,,,,,,"[7103304056, 7103304073, 7103304074, 7103304075, 7103304076, 7103304077, 7103304078, 7103304081, 7103304079, 7103304080, 7103304053, 7103304055, 7103304056]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,Waitomo,Q112569504,,Waitomo,"POLYGON ((172.6502994 -43.5354127, 172.650295 -43.535404, 172.6502629 -43.5353792, 172.650246 -43.5353748, 172.6498017 -43.5353785, 172.6498045 -43.5355858, 172.6498052 -43.5356332, 172.6498066 -43.5357297, 172.650306 -43.5357311, 172.6502994 -43.5354127))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waitomo,"[7368267944, 9368717468, 9368717467, 7387715265, 1172651572, 7387715266, 7387715275, 7387715270, 7387715267, 7368267944]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,Mobil,Q109676002,ja:モービル (ブランド),Mobil Creyke Road,"POLYGON ((172.5797077 -43.5192342, 172.5796249 -43.5192517, 172.5796621 -43.5193446, 172.5796764 -43.5193415, 172.57968 -43.5193505, 172.5796354 -43.5193599, 172.5796777 -43.5194652, 172.5797736 -43.5194449, 172.5797274 -43.51933, 172.5797447 -43.5193264, 172.5797077 -43.5192342))",,,,,,,,,Mobil,,,yes,,,,,,,,,,,,,,,,,,,,"[990859063, 7579381176, 7579381177, 7579381178, 7579381179, 7579381180, 7579381181, 7579381182, 7579381183, 7579381184, 990859063]",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,Allied Fuel,,,,"POLYGON ((172.5498009 -43.4844021, 172.5499061 -43.4844665, 172.5503334 -43.4847265, 172.5498936 -43.4850914, 172.5498364 -43.4850696, 172.5494203 -43.4848148, 172.5493645 -43.484781, 172.5498009 -43.4844021))",,,,,,Harewood,24/7,,,,,,yes,yes,yes,,https://alliedpetroleum.co.nz,,,,,,,,,,,,,,,"[6183115417, 6183115418, 7596997672, 7596997671, 6183115441, 9999005048, 6183115416, 6183115417]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,Challenge,Q5068888,en:Challenge (company),Challenge,"POLYGON ((172.6270605 -43.5536448, 172.6272848 -43.5535144, 172.6273887 -43.5536053, 172.6272643 -43.5536782, 172.6273055 -43.5537135, 172.6273844 -43.5536649, 172.6274562 -43.5537266, 172.6272427 -43.5538558, 172.6271747 -43.5537924, 172.6272427 -43.553749, 172.6272027 -43.5537145, 172.6271341 -43.5537559, 172.6271075 -43.5537326, 172.6270954 -43.5537393, 172.6270791 -43.5537242, 172.6270596 -43.5537068, 172.6270914 -43.5536892, 172.6270773 -43.553676, 172.6270888 -43.5536691, 172.6270605 -43.5536448))",Christchurch,NZ,115,,Milton Street,Milton Street,Mo-Fr 06:00-22:00; Sa 06:30-21:00; Su 07:00-21:00,,,,,,yes,yes,yes,+64 3 332 6056,https://www.challenge.net.nz,,,,yes,,,,,,,,,,,"[5899286596, 5899286597, 5899286598, 5899286599, 5899286614, 5899286613, 5899286612, 5899286611, 5899286610, 5899286609, 5899286600, 5899286601, 5899286605, 5899286607, 5899286595, 5899286606, 5899286604, 5899286602, 5899286603, 5899286596]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,Z,Q8063337,en:Z Energy,Z,"POLYGON ((172.6187214 -43.5573071, 172.618606 -43.5572017, 172.6184238 -43.5573065, 172.6185392 -43.5574119, 172.6187214 -43.5573071))",Christchurch,NZ,253,8024,Barrington Street,Barrington,Mo-Su 06:00-00:00,,,,,yes,yes,yes,yes,+64 3 332 4670,https://z.co.nz,,yes,,,,,,,,,,,,,"[7989042423, 7989042425, 7989042424, 7989042426, 7989042423]",,,,,,,,,,,,,,yes,,,,,,,,,,,,no,,,,
fuel,BP,Q152057,en:BP,BP,"POLYGON ((172.5720635 -43.5157963, 172.5722062 -43.5157852, 172.5722018 -43.5157563, 172.5723092 -43.5157479, 172.57233 -43.5158885, 172.5722227 -43.5158969, 172.572224 -43.5159055, 172.5720813 -43.5159166, 172.5720635 -43.5157963))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7738509296, 7738509297, 7738509298, 7738509299, 7738509300, 7738509301, 7738509302, 7738509303, 7738509296]",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,Z,Q8063337,en:Z Energy,Z Curletts Road,"POLYGON ((172.5678333 -43.5384593, 172.567957 -43.5384484, 172.5679722 -43.5385394, 172.5677743 -43.5385568, 172.5677218 -43.5385614, 172.5677066 -43.5384704, 172.5678333 -43.5384593))",Christchurch,NZ,68,8042,Curletts Road,Curletts Road,24/7,Sockburn,Z,177098,,,yes,yes,yes,+64 3 348 5155,,,,,,,yes,,,,,,,,,"[6863005246, 4210093500, 4210093532, 9482856642, 4210093535, 7828086296, 6863005246]",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,Z,Q8063337,,Z,"POLYGON ((172.5704832 -43.4710994, 172.5703694 -43.4711327, 172.570379 -43.4711498, 172.5702523 -43.4711874, 172.5701068 -43.4709298, 172.5702097 -43.4708992, 172.5702278 -43.4709313, 172.5703608 -43.4708888, 172.5704832 -43.4710994))",,,,,,,24/7,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,"[8288963782, 8288963785, 8288963786, 8288963787, 8288963788, 8288963789, 8288963790, 8288963791, 8288963782]",,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,Challenge,Q5068888,en:Challenge (gasoline),Challenge Halswell Service Station,"POLYGON ((172.5692079 -43.5821619, 172.5692494 -43.5821932, 172.5694832 -43.582524, 172.5695352 -43.5825043, 172.5696217 -43.5826149, 172.5692389 -43.5827623, 172.5688987 -43.582285, 172.5692079 -43.5821619))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[289305351, 8504781945, 8504781946, 8504781947, 8504781948, 8504781949, 8504781950, 289305351]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,Gull,Q5617739,en:Gull Petroleum,Gull,"POLYGON ((172.6166323 -43.5401976, 172.6167706 -43.5404627, 172.6169464 -43.540411, 172.6168141 -43.5401491, 172.6166323 -43.5401976))",Christchurch,NZ,399,8011,Lincoln Road,,24/7,,,,,,yes,yes,yes,,,,,,,,yes,,,,,,,,,"[8585377220, 8585377221, 8585377222, 8585377223, 8585377220]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,Z,Q8063337,en:Z Energy,Z New Brighton,"POLYGON ((172.7278138 -43.5064299, 172.7284151 -43.5062667, 172.7282849 -43.5059302, 172.7276723 -43.5060707, 172.7278138 -43.5064299))",Christchurch,NZ,40,,Hawke Street,,,New Brighton,,280728,,,,,,,,,,,,,,,,,,,,,,"[4437029584, 4437029582, 4437029562, 4437029573, 4437029584]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,BP,Q152057,en:BP,BP,"POLYGON ((172.6272433 -43.5408018, 172.6272385 -43.5401307, 172.6277156 -43.5401287, 172.6277966 -43.5401842, 172.6278007 -43.5408005, 172.6272433 -43.5408018))",,,,,,Moorhouse Avenue,24/7,,,,,,yes,yes,yes,+64 3 741 6265,,,,,,yes,,,,,,,,,,"[8871711846, 7202499991, 9713285287, 8840163854, 8871711848, 8871711846]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,npd,Q110922616,,npd,"POLYGON ((172.525579 -43.5183636, 172.5257436 -43.5184144, 172.5258618 -43.5182127, 172.5256973 -43.518162, 172.525579 -43.5183636))",,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,"[9352124904, 9352124905, 9352124906, 9352124907, 9352124904]",,,,roof,,,,,,,,,,,,,,,,,,,,yes,,,,,,
fuel,Gull,Q111949119,en:Gull Petroleum,Gull Awatea,"POLYGON ((172.5486454 -43.5601938, 172.5484625 -43.5603738, 172.5488822 -43.5605978, 172.5490652 -43.5604178, 172.5486454 -43.5601938))",,,,,,,24/7,,Gull,,,no,,,,,,,,,,,yes,,,,,,,,,"[9374661025, 9374661026, 9374661027, 9374661030, 9374661025]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,npd,Q110922616,,npd,"POLYGON ((172.5485749 -43.5387361, 172.5487918 -43.5389539, 172.5486447 -43.5390309, 172.5484277 -43.5388131, 172.5485749 -43.5387361))",,,,,,,24/7,,,,,,yes,yes,yes,,,,,,,,yes,,yes,,,,,,,"[9457153670, 9457153669, 9457153668, 9457153667, 9457153670]",,,,roof,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,
fuel,,,,Tasman Fuels,"POLYGON ((172.5247184 -43.56579, 172.5249233 -43.5658683, 172.5248396 -43.5659833, 172.5246347 -43.565905, 172.5247184 -43.56579))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9916629639, 9916629640, 9916629641, 9916629642, 9916629639]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,npd,Q110922616,,npd,"POLYGON ((172.5725197 -43.4918815, 172.5727931 -43.4917508, 172.5728907 -43.4918582, 172.5726173 -43.4919889, 172.5725197 -43.4918815))",,,,,,,,,,,,,yes,yes,yes,,,,,,,,yes,,,,,,,,,"[9984542944, 9984542945, 9984542946, 9984542947, 9984542944]",,1,,roof,,,,,,,,,,,,,,,,,,,,yes,,,,,,
fuel,npd,Q110922616,,npd,"POLYGON ((172.5830457 -43.462888, 172.5831765 -43.4628818, 172.5837183 -43.4632062, 172.5834763 -43.4634228, 172.583415 -43.4634579, 172.5833258 -43.4634754, 172.5832441 -43.4634713, 172.5831707 -43.4634525, 172.5831011 -43.4634228, 172.5827096 -43.4631944, 172.5830457 -43.462888))",Christchurch,,484,8051,Johns Road,Harewood,24/7,,,,,,yes,yes,yes,,,,,,,,yes,,yes,,,,,,,"[4435513330, 10055621692, 3401480826, 10055621693, 10055621694, 10055621695, 10055621696, 10055621698, 10055621697, 4435513329, 4435513330]",,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,
fuel,npd,Q110922616,,NPD,"POLYGON ((172.4908243 -43.5482736, 172.4901605 -43.5484864, 172.4904633 -43.5489949, 172.4910709 -43.5488006, 172.4910996 -43.5487256, 172.4908243 -43.5482736))",Christchurch,NZ,694,8042,Main South Road,Islington,24/7,,,,,,yes,yes,yes,,,,,,,,yes,,,,,,,,,"[10220469397, 9387624596, 9387624597, 10220469398, 10220469399, 10220469397]",,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
fuel,Gull,Q5617739,,Gull,"POLYGON ((172.6164224 -43.5401491, 172.616647 -43.5405941, 172.6171172 -43.5403163, 172.6171217 -43.5401468, 172.6164224 -43.5401491))",Christchurch,,399,8011,Lincoln Road,,,,,,,,yes,yes,yes,,,,,,,,yes,,,,,,,,,"[10314207202, 10314207203, 10314207204, 8585797835, 10314207202]",,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,RD Petroleum,Q115565889,,RD Petroleum,"POLYGON ((172.494326 -43.5394098, 172.4944011 -43.5395323, 172.4939237 -43.5404734, 172.4937225 -43.5404723, 172.4935616 -43.5404714, 172.4928511 -43.5402818, 172.4933471 -43.5394454, 172.4934078 -43.5393432, 172.4938164 -43.5394623, 172.494326 -43.5394098))",,,,,,,,,BP,,,,,,,,,,,,,,,,,,,,,,,"[10844982710, 10844982711, 10844982712, 10844982718, 10844982713, 10844982714, 10844982715, 10844982716, 10844982717, 10844982710]",,,,,,,,,,,,,,,,,,,,,,,,,,,Q152057,,,
fuel,Z,Q8063337,,Z Hornby Truck Stop,"POLYGON ((172.517555 -43.5546849, 172.5174234 -43.5547604, 172.5175336 -43.5548613, 172.5176653 -43.5547858, 172.517555 -43.5546849))",,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,"[10863798266, 10863798267, 10863798268, 10863798269, 10863798266]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,Z,Q8063337,,Z Hornby Truck Stop,"POLYGON ((172.5292529 -43.5365828, 172.5291929 -43.536688, 172.5294376 -43.5367613, 172.5294975 -43.5366561, 172.5292529 -43.5365828))",,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,"[10863798270, 10863798271, 10863798272, 10863798273, 10863798270]",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26,,
fuel,npd,Q110922616,,npd,"POLYGON ((172.6455112 -43.547049, 172.6455116 -43.547186, 172.6458463 -43.5471854, 172.6458458 -43.5470484, 172.6455112 -43.547049))",,,,,,,24/7,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,"[10886085995, 10886085996, 10886085997, 10886085998, 10886085995]",,,,roof,,,,,,,,,,,,,,,,,,,,yes,,,,,,
fuel,npd,Q110922616,,npd,"POLYGON ((172.6818435 -43.5492129, 172.682047 -43.5490114, 172.6821967 -43.5490908, 172.6819932 -43.5492923, 172.6818435 -43.5492129))",,,,,,,,,,,,no,yes,yes,yes,,,,,,,,yes,,,,,,,,,"[10895638403, 10895638404, 10895645205, 10895645206, 10895638403]",,,,roof,,,,,,,,,,,,,,,,,,,,yes,,,,,,
fuel,npd,Q110922616,,NPD Hornby,"POLYGON ((172.5237051 -43.5571587, 172.5239304 -43.5570281, 172.524367 -43.557406, 172.5242501 -43.5574767, 172.5242286 -43.5576019, 172.5237051 -43.5571587))",Christchurch,,600,,Halswell Junction Road,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,"[10947839231, 10947839232, 10947839233, 10947839234, 10947839235, 10947839231]",,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
fuel,BP,Q152057,en:BP,BP Connect Edgeware,"POLYGON ((172.6372547 -43.5127119, 172.6377559 -43.5127134, 172.6377554 -43.5127254, 172.638074 -43.5127239, 172.6380425 -43.5128925, 172.6380099 -43.5129849, 172.6379795 -43.5130581, 172.6379575 -43.5131219, 172.6379447 -43.5131891, 172.6379205 -43.5133113, 172.6378841 -43.5133405, 172.6376196 -43.5133389, 172.6373508 -43.5133378, 172.6373497 -43.5132898, 172.6372628 -43.5132906, 172.6372561 -43.5128038, 172.6372547 -43.5127119))",Christchurch,NZ,,,Cranford Street,,,,,,,,yes,yes,,,,,,,,yes,,,,,,,,,,"[[[4402407608, 4402407607, 8908484133, 8908484132, 8908484131, 8043801134, 8043801145, 8043801144, 8043801143, 8043801267, 8043801268, 8043801269, 8043801279, 4402407609, 4928216456, 4928216457, 4402407608]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,[305820364],multipolygon
